ID,OriginCityCode,DestinationCityCode,OriginCity,OriginState,OriginCountry,Type,OriginLat,OriginLong,DestinationCity,DestinationState,DestinationCountry,DestinationLat,DestinationLong
1,1,14,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Scranton,PA,US,41.408969,-75.6624122
2,1,17,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Bend,OR,US,44.0581728,-121.3153096
3,1,24,Tacoma,WA,US,Customer,47.2528768,-122.4442906,West Point,MS,US,33.6076186,-88.6503254
4,1,26,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Longview,TX,US,32.5007037,-94.7404891
5,1,29,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Thomasville,GA,US,30.8365815,-83.9787808
6,1,32,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Omaha,NE,US,41.254006,-95.999258
7,1,34,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Fayetteville,NC,US,35.0526641,-78.8783585
8,1,38,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Spokane,WA,US,47.6587802,-117.4260466
9,1,41,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Hagerstown,MD,US,39.6417629,-77.7199932
10,1,43,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Salt Lake City,UT,US,40.7607793,-111.8910474
11,1,48,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Pensacola ,FL,US,30.421309,-87.2169149
12,1,49,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Jacksonville,FL,US,30.3321838,-81.655651
13,1,50,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Elmira,NY,US,42.0897965,-76.8077338
14,1,51,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Modesto,CA,US,37.6390972,-120.9968782
15,1,54,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Gainesville,FL,US,29.6516344,-82.3248262
16,1,58,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Terre Haute,IN,US,39.4667034,-87.4139092
17,1,61,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Durham,NC,US,35.9940329,-78.898619
18,1,63,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Alpena,MI,US,45.0616794,-83.4327528
19,1,72,Tacoma,WA,US,Customer,47.2528768,-122.4442906,Cadillac,MI,US,44.2519526,-85.4011619
20,2,19,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Phoenix,AZ,US,33.4483771,-112.0740373
21,2,21,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Pine Bluff,AR,US,34.2284312,-92.0031955
22,2,25,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Topeka,KS,US,39.0483336,-95.6780371
23,2,28,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Pensacola,FL,US,30.421309,-87.2169149
24,2,30,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Eau Claire,WI,US,44.811349,-91.4984941
25,2,33,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Birmingham,AL,US,33.5206608,-86.80249
26,2,37,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Cincinnati,OH,US,39.1361111,-84.5030556
27,2,40,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Salinas,CA,US,36.6777372,-121.6555013
28,2,42,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Washington,NC,US,35.5465517,-77.0521742
29,2,45,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Austin,MN,US,43.6666296,-92.9746367
30,2,53,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Albany,GA,US,31.5785074,-84.155741
31,2,55,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Shreveport,LA,US,32.5251516,-93.7501789
32,2,56,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Battle Creek,MI,US,42.3211522,-85.1797142
33,2,57,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Corpus Christi,TX,US,27.8005828,-97.396381
34,2,59,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,New Orleans,LA,US,29.9647222,-90.0705556
35,2,60,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Marquette,MI,US,46.5435442,-87.395417
36,2,62,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Lafayette,LA,US,30.2240897,-92.0198427
37,2,64,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,York,PA,US,39.9625984,-76.727745
38,2,65,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Zanesville,OH,US,39.9403453,-82.0131924
39,2,66,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Missoula,MT,US,46.872146,-113.9939982
40,2,68,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Superior,WI,US,46.7207737,-92.1040796
41,2,70,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Amarillo,TX,US,35.2219971,-101.8312969
42,2,71,Ft. Worth,TX,US,Customer,32.725409,-97.3208496,Columbus,OH,US,39.9611755,-82.9987942
43,3,15,Winston Salem,NC,US,Customer,36.0998596,-80.244216,Harrisonburg,VA,US,38.4495688,-78.8689155
44,3,16,Winston Salem,NC,US,Customer,36.0998596,-80.244216,Las Vegas,NV,US,36.114646,-115.172816
45,3,18,Winston Salem,NC,US,Customer,36.0998596,-80.244216,Appleton,WI,US,44.2619309,-88.4153847
